source,target,value,distance_end,code_site,date
La Saône_80.0,La Saône_5.0,662.254,412.0,U4300010,2023-11-29
La Saône_80.0,La Saône_5.0,1488.065,412.0,U4300010,2023-11-21
La Saône_80.0,La Saône_5.0,915.156,412.0,U4300010,2023-12-10
La Saône_80.0,La Saône_5.0,631.351,412.0,U4300010,2023-11-27
La Saône_80.0,La Saône_5.0,1343.984,412.0,U4300010,2023-11-23
La Saône_80.0,La Saône_5.0,765.99,412.0,U4300010,2023-11-26
La Saône_80.0,La Saône_5.0,1233.911,412.0,U4300010,2023-12-04
La Saône_80.0,La Saône_5.0,896.464,412.0,U4300010,2023-12-07
La Saône_80.0,La Saône_5.0,676.584,412.0,U4300010,2023-11-01
La Saône_80.0,La Saône_5.0,1086.866,412.0,U4300010,2023-12-25
La Saône_80.0,La Saône_5.0,1329.29,412.0,U4300010,2023-12-13
La Saône_80.0,La Saône_5.0,1053.188,412.0,U4300010,2023-12-27
La Saône_80.0,La Saône_5.0,748.422,412.0,U4300010,2023-11-06
La Saône_80.0,La Saône_5.0,1099.792,412.0,U4300010,2023-12-26
La Saône_80.0,La Saône_5.0,1424.529,412.0,U4300010,2023-12-14
La Saône_80.0,La Saône_5.0,1287.479,412.0,U4300010,2023-11-16
La Saône_80.0,La Saône_5.0,835.797,412.0,U4300010,2023-11-13
La Saône_80.0,La Saône_5.0,731.185,412.0,U4300010,2023-11-07
La Saône_80.0,La Saône_5.0,1046.275,412.0,U4300010,2023-12-24
La Saône_80.0,La Saône_5.0,682.36,412.0,U4300010,2023-11-08
La Saône_80.0,La Saône_5.0,1018.065,412.0,U4300010,2023-12-23
La Saône_80.0,La Saône_5.0,1505.547,412.0,U4300010,2023-12-15
La Saône_80.0,La Saône_5.0,612.088,412.0,U4300010,2023-11-09
La Saône_80.0,La Saône_5.0,1141.875,412.0,U4300010,2023-11-15
La Saône_80.0,La Saône_5.0,1090.2,412.0,U4300010,2023-12-22
La Saône_80.0,La Saône_5.0,597.921,412.0,U4300010,2023-11-10
La Saône_80.0,La Saône_5.0,1575.159,412.0,U4300010,2023-12-16
La Saône_80.0,La Saône_5.0,938.76,412.0,U4300010,2023-11-14
La Saône_80.0,La Saône_5.0,1269.587,412.0,U4300010,2023-12-21
La Saône_80.0,La Saône_5.0,668.186,412.0,U4300010,2023-11-11
La Saône_80.0,La Saône_5.0,1454.653,412.0,U4300010,2023-12-20
La Saône_80.0,La Saône_5.0,753.851,412.0,U4300010,2023-11-12
La Saône_80.0,La Saône_5.0,1616.328,412.0,U4300010,2023-12-17
La Saône_80.0,La Saône_5.0,1568.754,412.0,U4300010,2023-12-19
La Saône_80.0,La Saône_5.0,1390.33,412.0,U4300010,2023-11-17
La Saône_80.0,La Saône_5.0,1613.33,412.0,U4300010,2023-12-18
La Saône_80.0,La Saône_5.0,1465.638,412.0,U4300010,2023-11-18
La Saône_80.0,La Saône_5.0,1021.371,412.0,U4300010,2023-12-11
La Saône_80.0,La Saône_5.0,656.759,412.0,U4300010,2023-12-30
La Saône_80.0,La Saône_5.0,746.254,412.0,U4300010,2023-11-03
La Saône_80.0,La Saône_5.0,707.72,412.0,U4300010,2023-11-02
La Saône_80.0,La Saône_5.0,799.103,412.0,U4300010,2023-12-29
La Saône_80.0,La Saône_5.0,777.174,412.0,U4300010,2023-11-04
La Saône_80.0,La Saône_5.0,588.593,412.0,U4300010,2023-12-31
La Saône_80.0,La Saône_5.0,1190.59,412.0,U4300010,2023-12-12
La Saône_80.0,La Saône_5.0,935.51,412.0,U4300010,2023-12-28
La Saône_80.0,La Saône_5.0,787.859,412.0,U4300010,2023-11-05
La Saône_5.0,Le Rhône_217.0,1080.312,337.0,V3000020,2023-11-23
La Saône_5.0,Le Rhône_217.0,1266.042,337.0,V3000020,2023-11-12
La Saône_5.0,Le Rhône_217.0,1309.583,337.0,V3000020,2023-11-19
La Saône_5.0,Le Rhône_217.0,1486.458,337.0,V3000020,2023-12-18
La Saône_5.0,Le Rhône_217.0,1306.042,337.0,V3000020,2023-12-07
La Saône_5.0,Le Rhône_217.0,770.875,337.0,V3000020,2023-12-30
La Saône_5.0,Le Rhône_217.0,1331.875,337.0,V3000020,2023-12-05
La Saône_5.0,Le Rhône_217.0,1119.792,337.0,V3000020,2023-11-10
La Saône_5.0,Le Rhône_217.0,1135.0,337.0,V3000020,2023-11-02
La Saône_5.0,Le Rhône_217.0,1261.667,337.0,V3000020,2023-12-21
La Saône_5.0,Le Rhône_217.0,1342.292,337.0,V3000020,2023-12-19
La Saône_5.0,Le Rhône_217.0,958.979,337.0,V3000020,2023-11-29
La Saône_5.0,Le Rhône_217.0,1300.0,337.0,V3000020,2023-12-06
La Saône_5.0,Le Rhône_217.0,1021.458,337.0,V3000020,2023-11-30
La Saône_5.0,Le Rhône_217.0,1288.333,337.0,V3000020,2023-11-11
La Saône_5.0,Le Rhône_217.0,1304.375,337.0,V3000020,2023-12-22
La Saône_5.0,Le Rhône_217.0,688.938,337.0,V3000020,2023-12-31
La Saône_5.0,Le Rhône_217.0,1305.625,337.0,V3000020,2023-12-20
La Saône_5.0,Le Rhône_217.0,1234.792,337.0,V3000020,2023-11-01
La Saône_5.0,Le Rhône_217.0,1072.5,337.0,V3000020,2023-11-09
La Saône_5.0,Le Rhône_217.0,2167.5,337.0,V3000020,2023-12-03
La Saône_5.0,Le Rhône_217.0,2219.583,337.0,V3000020,2023-12-02
La Saône_5.0,Le Rhône_217.0,1451.667,337.0,V3000020,2023-11-05
La Saône_5.0,Le Rhône_217.0,898.854,337.0,V3000020,2023-12-26
La Saône_5.0,Le Rhône_217.0,821.208,337.0,V3000020,2023-11-27
La Saône_5.0,Le Rhône_217.0,1471.25,337.0,V3000020,2023-11-06
La Saône_5.0,Le Rhône_217.0,761.875,337.0,V3000020,2023-12-28
La Saône_5.0,Le Rhône_217.0,972.104,337.0,V3000020,2023-12-25
La Saône_5.0,Le Rhône_217.0,756.167,337.0,V3000020,2023-11-26
La Saône_5.0,Le Rhône_217.0,1396.667,337.0,V3000020,2023-11-04
La Saône_5.0,Le Rhône_217.0,1645.625,337.0,V3000020,2023-12-01
La Saône_5.0,Le Rhône_217.0,858.146,337.0,V3000020,2023-11-28
La Saône_5.0,Le Rhône_217.0,1291.25,337.0,V3000020,2023-11-07
La Saône_5.0,Le Rhône_217.0,1145.333,337.0,V3000020,2023-12-24
La Saône_5.0,Le Rhône_217.0,644.104,337.0,V3000020,2023-12-29
La Saône_5.0,Le Rhône_217.0,924.792,337.0,V3000020,2023-11-25
La Saône_5.0,Le Rhône_217.0,1148.75,337.0,V3000020,2023-11-08
La Saône_5.0,Le Rhône_217.0,1430.208,337.0,V3000020,2023-12-23
La Saône_5.0,Le Rhône_217.0,1660.417,337.0,V3000020,2023-12-04
La Saône_5.0,Le Rhône_217.0,1478.125,337.0,V3000020,2023-11-03
La Saône_5.0,Le Rhône_217.0,862.604,337.0,V3000020,2023-12-27
La Saône_5.0,Le Rhône_217.0,1015.896,337.0,V3000020,2023-11-24
La Saône_5.0,Le Rhône_217.0,2057.083,337.0,V3000020,2023-11-15
La Saône_5.0,Le Rhône_217.0,1396.667,337.0,V3000020,2023-11-13
La Saône_5.0,Le Rhône_217.0,2426.458,337.0,V3000020,2023-12-13
La Saône_5.0,Le Rhône_217.0,1281.458,337.0,V3000020,2023-11-21
La Saône_5.0,Le Rhône_217.0,1490.833,337.0,V3000020,2023-12-10
La Saône_5.0,Le Rhône_217.0,1303.542,337.0,V3000020,2023-12-08
La Saône_5.0,Le Rhône_217.0,1299.375,337.0,V3000020,2023-11-20
La Saône_5.0,Le Rhône_217.0,1392.083,337.0,V3000020,2023-12-09
La Saône_5.0,Le Rhône_217.0,1598.542,337.0,V3000020,2023-11-14
La Saône_5.0,Le Rhône_217.0,2339.167,337.0,V3000020,2023-12-15
La Saône_5.0,Le Rhône_217.0,1162.5,337.0,V3000020,2023-11-22
La Saône_5.0,Le Rhône_217.0,1526.875,337.0,V3000020,2023-11-18
La Saône_5.0,Le Rhône_217.0,1728.958,337.0,V3000020,2023-12-11
La Saône_5.0,Le Rhône_217.0,2011.458,337.0,V3000020,2023-12-16
La Saône_5.0,Le Rhône_217.0,2130.0,337.0,V3000020,2023-11-16
La Saône_5.0,Le Rhône_217.0,2491.458,337.0,V3000020,2023-12-14
La Saône_5.0,Le Rhône_217.0,1725.625,337.0,V3000020,2023-12-17
La Saône_5.0,Le Rhône_217.0,2135.0,337.0,V3000020,2023-12-12
La Saône_5.0,Le Rhône_217.0,1727.917,337.0,V3000020,2023-11-17
La Durance_80.0,La Durance_30.0,10.582,162.0,X3020010,2023-12-28
La Durance_80.0,La Durance_30.0,85.204,162.0,X3020010,2023-11-19
La Durance_80.0,La Durance_30.0,39.6,162.0,X3020010,2023-11-24
La Durance_80.0,La Durance_30.0,461.544,162.0,X3020010,2023-11-03
La Durance_80.0,La Durance_30.0,404.275,162.0,X3020010,2023-12-12
La Durance_80.0,La Durance_30.0,10.163,162.0,X3020010,2023-11-30
La Durance_80.0,La Durance_30.0,53.608,162.0,X3020010,2023-12-22
La Durance_80.0,La Durance_30.0,167.912,162.0,X3020010,2023-11-08
La Durance_80.0,La Durance_30.0,479.838,162.0,X3020010,2023-12-04
La Durance_80.0,La Durance_30.0,251.951,162.0,X3020010,2023-12-14
La Durance_80.0,La Durance_30.0,73.744,162.0,X3020010,2023-11-20
La Durance_80.0,La Durance_30.0,515.676,162.0,X3020010,2023-12-08
La Durance_80.0,La Durance_30.0,11.431,162.0,X3020010,2023-12-23
La Durance_80.0,La Durance_30.0,408.286,162.0,X3020010,2023-11-06
La Durance_80.0,La Durance_30.0,365.59,162.0,X3020010,2023-12-13
La Durance_80.0,La Durance_30.0,593.028,162.0,X3020010,2023-11-05
La Durance_80.0,La Durance_30.0,10.441,162.0,X3020010,2023-12-26
La Durance_80.0,La Durance_30.0,10.637,162.0,X3020010,2023-12-25
La Durance_80.0,La Durance_30.0,691.771,162.0,X3020010,2023-12-02
La Durance_80.0,La Durance_30.0,10.617,162.0,X3020010,2023-11-25
La Durance_80.0,La Durance_30.0,51.886,162.0,X3020010,2023-12-01
La Durance_80.0,La Durance_30.0,10.233,162.0,X3020010,2023-11-26
La Durance_80.0,La Durance_30.0,253.055,162.0,X3020010,2023-11-07
La Durance_80.0,La Durance_30.0,10.746,162.0,X3020010,2023-11-15
La Durance_80.0,La Durance_30.0,610.64,162.0,X3020010,2023-12-09
La Durance_80.0,La Durance_30.0,10.991,162.0,X3020010,2023-12-24
La Durance_80.0,La Durance_30.0,719.588,162.0,X3020010,2023-12-03
La Durance_80.0,La Durance_30.0,24.041,162.0,X3020010,2023-11-17
La Durance_80.0,La Durance_30.0,395.328,162.0,X3020010,2023-11-04
La Durance_80.0,La Durance_30.0,10.507,162.0,X3020010,2023-12-27
La Durance_80.0,La Durance_30.0,223.436,162.0,X3020010,2023-12-15
La Durance_80.0,La Durance_30.0,11.636,162.0,X3020010,2023-11-14
La Durance_80.0,La Durance_30.0,10.139,162.0,X3020010,2023-11-27
La Durance_80.0,La Durance_30.0,462.129,162.0,X3020010,2023-12-10
La Durance_80.0,La Durance_30.0,10.454,162.0,X3020010,2023-12-30
La Durance_80.0,La Durance_30.0,60.256,162.0,X3020010,2023-11-13
La Durance_80.0,La Durance_30.0,111.022,162.0,X3020010,2023-12-21
La Durance_80.0,La Durance_30.0,306.003,162.0,X3020010,2023-12-11
La Durance_80.0,La Durance_30.0,120.612,162.0,X3020010,2023-12-19
La Durance_80.0,La Durance_30.0,75.233,162.0,X3020010,2023-11-11
La Durance_80.0,La Durance_30.0,194.895,162.0,X3020010,2023-11-01
La Durance_80.0,La Durance_30.0,61.542,162.0,X3020010,2023-11-21
La Durance_80.0,La Durance_30.0,9.94,162.0,X3020010,2023-11-29
La Durance_80.0,La Durance_30.0,61.533,162.0,X3020010,2023-11-22
La Durance_80.0,La Durance_30.0,83.527,162.0,X3020010,2023-11-18
La Durance_80.0,La Durance_30.0,10.013,162.0,X3020010,2023-11-28
La Durance_80.0,La Durance_30.0,508.027,162.0,X3020010,2023-12-06
La Durance_80.0,La Durance_30.0,10.441,162.0,X3020010,2023-12-31
La Durance_80.0,La Durance_30.0,120.3,162.0,X3020010,2023-12-18
La Durance_80.0,La Durance_30.0,144.631,162.0,X3020010,2023-12-17
La Durance_80.0,La Durance_30.0,74.735,162.0,X3020010,2023-11-12
La Durance_80.0,La Durance_30.0,428.624,162.0,X3020010,2023-12-07
La Durance_80.0,La Durance_30.0,10.679,162.0,X3020010,2023-11-16
La Durance_80.0,La Durance_30.0,182.635,162.0,X3020010,2023-11-02
La Durance_80.0,La Durance_30.0,116.049,162.0,X3020010,2023-11-09
La Durance_80.0,La Durance_30.0,61.563,162.0,X3020010,2023-11-23
La Durance_80.0,La Durance_30.0,120.632,162.0,X3020010,2023-12-20
La Durance_80.0,La Durance_30.0,103.861,162.0,X3020010,2023-11-10
La Durance_80.0,La Durance_30.0,490.774,162.0,X3020010,2023-12-05
La Durance_80.0,La Durance_30.0,173.137,162.0,X3020010,2023-12-16
La Durance_80.0,La Durance_30.0,10.437,162.0,X3020010,2023-12-29
La Durance_30.0,La Durance_17.0,217.37,112.0,X3310010,2023-11-16
La Durance_30.0,La Durance_17.0,239.808,112.0,X3310010,2023-12-01
La Durance_30.0,La Durance_17.0,255.041,112.0,X3310010,2023-12-26
La Durance_30.0,La Durance_17.0,275.243,112.0,X3310010,2023-12-31
La Durance_30.0,La Durance_17.0,142.831,112.0,X3310010,2023-11-30
La Durance_30.0,La Durance_17.0,528.516,112.0,X3310010,2023-11-05
La Durance_30.0,La Durance_17.0,188.437,112.0,X3310010,2023-11-28
La Durance_30.0,La Durance_17.0,319.446,112.0,X3310010,2023-11-17
La Durance_30.0,La Durance_17.0,347.682,112.0,X3310010,2023-11-18
La Durance_30.0,La Durance_17.0,205.691,112.0,X3310010,2023-11-27
La Durance_30.0,La Durance_17.0,496.405,112.0,X3310010,2023-12-10
La Durance_30.0,La Durance_17.0,270.934,112.0,X3310010,2023-12-30
La Durance_30.0,La Durance_17.0,387.074,112.0,X3310010,2023-11-02
La Durance_30.0,La Durance_17.0,513.857,112.0,X3310010,2023-12-11
La Durance_30.0,La Durance_17.0,295.365,112.0,X3310010,2023-12-28
La Durance_30.0,La Durance_17.0,105.574,112.0,X3310010,2023-11-29
La Durance_30.0,La Durance_17.0,280.086,112.0,X3310010,2023-11-26
La Durance_30.0,La Durance_17.0,344.064,112.0,X3310010,2023-11-19
La Durance_30.0,La Durance_17.0,552.081,112.0,X3310010,2023-11-03
La Durance_30.0,La Durance_17.0,474.177,112.0,X3310010,2023-11-04
La Durance_30.0,La Durance_17.0,551.486,112.0,X3310010,2023-12-12
La Durance_30.0,La Durance_17.0,635.489,112.0,X3310010,2023-12-09
La Durance_30.0,La Durance_17.0,285.184,112.0,X3310010,2023-12-29
La Durance_30.0,La Durance_17.0,279.587,112.0,X3310010,2023-12-27
La Durance_30.0,La Durance_17.0,422.788,112.0,X3310010,2023-11-01
La Durance_30.0,La Durance_17.0,618.521,112.0,X3310010,2023-11-06
La Durance_30.0,La Durance_17.0,563.326,112.0,X3310010,2023-12-13
La Durance_30.0,La Durance_17.0,683.217,112.0,X3310010,2023-12-04
La Durance_30.0,La Durance_17.0,262.351,112.0,X3310010,2023-11-24
La Durance_30.0,La Durance_17.0,500.017,112.0,X3310010,2023-12-14
La Durance_30.0,La Durance_17.0,407.894,112.0,X3310010,2023-12-16
La Durance_30.0,La Durance_17.0,409.679,112.0,X3310010,2023-12-19
La Durance_30.0,La Durance_17.0,290.499,112.0,X3310010,2023-12-22
La Durance_30.0,La Durance_17.0,426.36,112.0,X3310010,2023-11-08
La Durance_30.0,La Durance_17.0,355.263,112.0,X3310010,2023-11-13
La Durance_30.0,La Durance_17.0,600.509,112.0,X3310010,2023-12-07
La Durance_30.0,La Durance_17.0,333.416,112.0,X3310010,2023-11-22
La Durance_30.0,La Durance_17.0,287.43,112.0,X3310010,2023-11-14
La Durance_30.0,La Durance_17.0,259.621,112.0,X3310010,2023-12-21
La Durance_30.0,La Durance_17.0,357.55,112.0,X3310010,2023-11-09
La Durance_30.0,La Durance_17.0,484.009,112.0,X3310010,2023-12-15
La Durance_30.0,La Durance_17.0,297.527,112.0,X3310010,2023-11-23
La Durance_30.0,La Durance_17.0,363.04,112.0,X3310010,2023-11-10
La Durance_30.0,La Durance_17.0,322.093,112.0,X3310010,2023-12-20
La Durance_30.0,La Durance_17.0,357.338,112.0,X3310010,2023-11-20
La Durance_30.0,La Durance_17.0,356.264,112.0,X3310010,2023-11-11
La Durance_30.0,La Durance_17.0,477.393,112.0,X3310010,2023-11-07
La Durance_30.0,La Durance_17.0,315.18,112.0,X3310010,2023-12-23
La Durance_30.0,La Durance_17.0,362.103,112.0,X3310010,2023-11-12
La Durance_30.0,La Durance_17.0,421.035,112.0,X3310010,2023-12-17
La Durance_30.0,La Durance_17.0,169.203,112.0,X3310010,2023-12-25
La Durance_30.0,La Durance_17.0,193.466,112.0,X3310010,2023-11-15
La Durance_30.0,La Durance_17.0,316.111,112.0,X3310010,2023-11-25
La Durance_30.0,La Durance_17.0,616.727,112.0,X3310010,2023-12-02
La Durance_30.0,La Durance_17.0,629.163,112.0,X3310010,2023-12-06
La Durance_30.0,La Durance_17.0,402.786,112.0,X3310010,2023-12-18
La Durance_30.0,La Durance_17.0,205.597,112.0,X3310010,2023-12-24
La Durance_30.0,La Durance_17.0,520.104,112.0,X3310010,2023-12-08
La Durance_30.0,La Durance_17.0,820.183,112.0,X3310010,2023-12-03
La Durance_30.0,La Durance_17.0,350.094,112.0,X3310010,2023-11-21
La Durance_30.0,La Durance_17.0,566.224,112.0,X3310010,2023-12-05
La Durance_17.0,Le Rhône_61.0,301.959,99.0,X3500010,2023-12-19
La Durance_17.0,Le Rhône_61.0,298.998,99.0,X3500010,2023-12-18
La Durance_17.0,Le Rhône_61.0,316.084,99.0,X3500010,2023-12-16
La Durance_17.0,Le Rhône_61.0,274.591,99.0,X3500010,2023-12-30
La Durance_17.0,Le Rhône_61.0,431.364,99.0,X3500010,2023-12-11
La Durance_17.0,Le Rhône_61.0,587.412,99.0,X3500010,2023-12-06
La Durance_17.0,Le Rhône_61.0,530.038,99.0,X3500010,2023-12-07
La Durance_17.0,Le Rhône_61.0,77.532,99.0,X3500010,2023-11-29
La Durance_17.0,Le Rhône_61.0,275.435,99.0,X3500010,2023-12-29
La Durance_17.0,Le Rhône_61.0,670.459,99.0,X3500010,2023-12-04
La Durance_17.0,Le Rhône_61.0,582.786,99.0,X3500010,2023-12-05
La Durance_17.0,Le Rhône_61.0,256.973,99.0,X3500010,2023-12-20
La Durance_17.0,Le Rhône_61.0,182.79,99.0,X3500010,2023-12-25
La Durance_17.0,Le Rhône_61.0,227.149,99.0,X3500010,2023-12-26
La Durance_17.0,Le Rhône_61.0,153.379,99.0,X3500010,2023-12-01
La Durance_17.0,Le Rhône_61.0,538.437,99.0,X3500010,2023-12-02
La Durance_17.0,Le Rhône_61.0,316.163,99.0,X3500010,2023-12-17
La Durance_17.0,Le Rhône_61.0,215.054,99.0,X3500010,2023-12-24
La Durance_17.0,Le Rhône_61.0,451.772,99.0,X3500010,2023-12-08
La Durance_17.0,Le Rhône_61.0,451.65,99.0,X3500010,2023-12-12
La Durance_17.0,Le Rhône_61.0,261.936,99.0,X3500010,2023-12-23
La Durance_17.0,Le Rhône_61.0,265.236,99.0,X3500010,2023-12-27
La Durance_17.0,Le Rhône_61.0,888.457,99.0,X3500010,2023-12-03
La Durance_17.0,Le Rhône_61.0,580.802,99.0,X3500010,2023-12-09
La Durance_17.0,Le Rhône_61.0,411.075,99.0,X3500010,2023-12-14
La Durance_17.0,Le Rhône_61.0,234.477,99.0,X3500010,2023-12-22
La Durance_17.0,Le Rhône_61.0,282.259,99.0,X3500010,2023-12-28
La Durance_17.0,Le Rhône_61.0,95.414,99.0,X3500010,2023-11-30
La Durance_17.0,Le Rhône_61.0,479.608,99.0,X3500010,2023-12-13
La Durance_17.0,Le Rhône_61.0,221.682,99.0,X3500010,2023-12-21
La Durance_17.0,Le Rhône_61.0,388.842,99.0,X3500010,2023-12-15
La Durance_17.0,Le Rhône_61.0,410.661,99.0,X3500010,2023-12-10
La Durance_17.0,Le Rhône_61.0,273.293,99.0,X3500010,2023-12-31
La Durance_17.0,Le Rhône_61.0,138.373,99.0,X3500010,2023-11-28
La Durance_17.0,Le Rhône_61.0,268.445,99.0,X3500010,2023-11-18
La Durance_17.0,Le Rhône_61.0,143.319,99.0,X3500010,2023-11-27
La Durance_17.0,Le Rhône_61.0,155.581,99.0,X3500010,2023-11-16
La Durance_17.0,Le Rhône_61.0,268.564,99.0,X3500010,2023-11-19
La Durance_17.0,Le Rhône_61.0,249.922,99.0,X3500010,2023-11-22
La Durance_17.0,Le Rhône_61.0,227.456,99.0,X3500010,2023-11-23
La Durance_17.0,Le Rhône_61.0,274.358,99.0,X3500010,2023-11-12
La Durance_17.0,Le Rhône_61.0,558.152,99.0,X3500010,2023-11-06
La Durance_17.0,Le Rhône_61.0,222.782,99.0,X3500010,2023-11-14
La Durance_17.0,Le Rhône_61.0,305.903,99.0,X3500010,2023-11-02
La Durance_17.0,Le Rhône_61.0,247.663,99.0,X3500010,2023-11-17
La Durance_17.0,Le Rhône_61.0,345.63,99.0,X3500010,2023-11-01
La Durance_17.0,Le Rhône_61.0,466.736,99.0,X3500010,2023-11-03
La Durance_17.0,Le Rhône_61.0,266.442,99.0,X3500010,2023-11-21
La Durance_17.0,Le Rhône_61.0,184.333,99.0,X3500010,2023-11-24
La Durance_17.0,Le Rhône_61.0,422.447,99.0,X3500010,2023-11-05
La Durance_17.0,Le Rhône_61.0,328.641,99.0,X3500010,2023-11-08
La Durance_17.0,Le Rhône_61.0,230.222,99.0,X3500010,2023-11-25
La Durance_17.0,Le Rhône_61.0,405.791,99.0,X3500010,2023-11-04
La Durance_17.0,Le Rhône_61.0,268.311,99.0,X3500010,2023-11-13
La Durance_17.0,Le Rhône_61.0,274.44,99.0,X3500010,2023-11-11
La Durance_17.0,Le Rhône_61.0,258.364,99.0,X3500010,2023-11-09
La Durance_17.0,Le Rhône_61.0,207.578,99.0,X3500010,2023-11-26
La Durance_17.0,Le Rhône_61.0,278.221,99.0,X3500010,2023-11-20
La Durance_17.0,Le Rhône_61.0,268.718,99.0,X3500010,2023-11-10
La Durance_17.0,Le Rhône_61.0,393.116,99.0,X3500010,2023-11-07
La Durance_17.0,Le Rhône_61.0,156.546,99.0,X3500010,2023-11-15
L'Isère_70.0,Le Rhône_217.0,1156.168,293.0,W3200010,2023-11-15
L'Isère_70.0,Le Rhône_217.0,793.619,293.0,W3200010,2023-12-11
L'Isère_70.0,Le Rhône_217.0,329.524,293.0,W3200010,2023-11-24
L'Isère_70.0,Le Rhône_217.0,485.49,293.0,W3200010,2023-11-18
L'Isère_70.0,Le Rhône_217.0,1197.086,293.0,W3200010,2023-12-13
L'Isère_70.0,Le Rhône_217.0,327.412,293.0,W3200010,2023-12-27
L'Isère_70.0,Le Rhône_217.0,284.408,293.0,W3200010,2023-12-30
L'Isère_70.0,Le Rhône_217.0,596.236,293.0,W3200010,2023-11-03
L'Isère_70.0,Le Rhône_217.0,583.702,293.0,W3200010,2023-11-17
L'Isère_70.0,Le Rhône_217.0,404.622,293.0,W3200010,2023-11-21
L'Isère_70.0,Le Rhône_217.0,373.121,293.0,W3200010,2023-12-23
L'Isère_70.0,Le Rhône_217.0,323.892,293.0,W3200010,2023-12-25
L'Isère_70.0,Le Rhône_217.0,582.376,293.0,W3200010,2023-12-10
L'Isère_70.0,Le Rhône_217.0,915.893,293.0,W3200010,2023-12-01
L'Isère_70.0,Le Rhône_217.0,432.003,293.0,W3200010,2023-11-07
L'Isère_70.0,Le Rhône_217.0,526.748,293.0,W3200010,2023-11-05
L'Isère_70.0,Le Rhône_217.0,404.096,293.0,W3200010,2023-12-21
L'Isère_70.0,Le Rhône_217.0,346.972,293.0,W3200010,2023-11-11
L'Isère_70.0,Le Rhône_217.0,630.634,293.0,W3200010,2023-12-05
L'Isère_70.0,Le Rhône_217.0,407.362,293.0,W3200010,2023-11-13
L'Isère_70.0,Le Rhône_217.0,314.167,293.0,W3200010,2023-12-26
L'Isère_70.0,Le Rhône_217.0,690.694,293.0,W3200010,2023-12-16
L'Isère_70.0,Le Rhône_217.0,395.661,293.0,W3200010,2023-11-20
L'Isère_70.0,Le Rhône_217.0,498.07,293.0,W3200010,2023-11-04
L'Isère_70.0,Le Rhône_217.0,625.767,293.0,W3200010,2023-12-06
L'Isère_70.0,Le Rhône_217.0,375.079,293.0,W3200010,2023-11-08
L'Isère_70.0,Le Rhône_217.0,391.351,293.0,W3200010,2023-12-22
L'Isère_70.0,Le Rhône_217.0,303.818,293.0,W3200010,2023-11-25
L'Isère_70.0,Le Rhône_217.0,279.848,293.0,W3200010,2023-12-31
L'Isère_70.0,Le Rhône_217.0,1064.152,293.0,W3200010,2023-12-02
L'Isère_70.0,Le Rhône_217.0,333.727,293.0,W3200010,2023-11-10
L'Isère_70.0,Le Rhône_217.0,780.693,293.0,W3200010,2023-12-03
L'Isère_70.0,Le Rhône_217.0,486.674,293.0,W3200010,2023-11-01
L'Isère_70.0,Le Rhône_217.0,860.247,293.0,W3200010,2023-12-15
L'Isère_70.0,Le Rhône_217.0,556.025,293.0,W3200010,2023-12-18
L'Isère_70.0,Le Rhône_217.0,496.728,293.0,W3200010,2023-12-09
L'Isère_70.0,Le Rhône_217.0,369.496,293.0,W3200010,2023-11-29
L'Isère_70.0,Le Rhône_217.0,359.791,293.0,W3200010,2023-11-23
L'Isère_70.0,Le Rhône_217.0,588.404,293.0,W3200010,2023-12-08
L'Isère_70.0,Le Rhône_217.0,1221.887,293.0,W3200010,2023-12-12
L'Isère_70.0,Le Rhône_217.0,580.781,293.0,W3200010,2023-12-17
L'Isère_70.0,Le Rhône_217.0,448.391,293.0,W3200010,2023-11-30
L'Isère_70.0,Le Rhône_217.0,338.639,293.0,W3200010,2023-11-12
L'Isère_70.0,Le Rhône_217.0,350.79,293.0,W3200010,2023-12-24
L'Isère_70.0,Le Rhône_217.0,689.517,293.0,W3200010,2023-12-04
L'Isère_70.0,Le Rhône_217.0,289.707,293.0,W3200010,2023-12-29
L'Isère_70.0,Le Rhône_217.0,1131.934,293.0,W3200010,2023-12-14
L'Isère_70.0,Le Rhône_217.0,393.529,293.0,W3200010,2023-11-22
L'Isère_70.0,Le Rhône_217.0,387.003,293.0,W3200010,2023-11-19
L'Isère_70.0,Le Rhône_217.0,627.074,293.0,W3200010,2023-12-07
L'Isère_70.0,Le Rhône_217.0,530.192,293.0,W3200010,2023-11-06
L'Isère_70.0,Le Rhône_217.0,298.324,293.0,W3200010,2023-12-28
L'Isère_70.0,Le Rhône_217.0,472.54,293.0,W3200010,2023-11-02
L'Isère_70.0,Le Rhône_217.0,359.865,293.0,W3200010,2023-11-09
L'Isère_70.0,Le Rhône_217.0,332.856,293.0,W3200010,2023-11-28
L'Isère_70.0,Le Rhône_217.0,767.301,293.0,W3200010,2023-11-16
L'Isère_70.0,Le Rhône_217.0,532.661,293.0,W3200010,2023-12-20
L'Isère_70.0,Le Rhône_217.0,639.185,293.0,W3200010,2023-11-14
L'Isère_70.0,Le Rhône_217.0,570.518,293.0,W3200010,2023-12-19
L'Isère_70.0,Le Rhône_217.0,318.677,293.0,W3200010,2023-11-26
L'Isère_70.0,Le Rhône_217.0,333.473,293.0,W3200010,2023-11-27
L'Isère_151.0,L'Isère_143.0,256.823,374.0,W1300010,2023-11-13
L'Isère_151.0,L'Isère_143.0,225.632,374.0,W1300010,2023-11-18
